objectid,parentid,item_code,title,commonname,class,order,suborder,family,bone_type,notes,location,subject,cabinet,source,rights,rightsstatement,type,format,group,display_template,language,object_location,image_small,image_thumb,
oc127,oc124,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1400b.jpg,/objects/small/sc1400b_sm.jpg,/objects/thumbs/sc1400b_th.jpg,
oc128,oc124,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1400h.jpg,/objects/small/sc1400h_sm.jpg,/objects/thumbs/sc1400h_th.jpg,
oc129,oc124,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1400t.jpg,/objects/small/sc1400t_sm.jpg,/objects/thumbs/sc1400t_th.jpg,
oc130,oc124,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1400r.jpg,/objects/small/sc1400r_sm.jpg,/objects/thumbs/sc1400r_th.jpg,
oc131,,SC 1401,Haliaeetus leucocephalus,Bald Eagle ,Aves,Accipitriformes,n/a,Accitripidae,Full Mounted Skeleton ,,,Bird;Avian;Eagle;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc132,,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1401.jpg,/objects/small/sc1401_sm.jpg,/objects/thumbs/sc1401_th.jpg,
oc133,oc131,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1401f.jpg,/objects/small/sc1401f_sm.jpg,/objects/thumbs/sc1401f_th.jpg,
oc134,oc131,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1401r.jpg,/objects/small/sc1401r_sm.jpg,/objects/thumbs/sc1401r_th.jpg,
oc135,oc131,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1401b.jpg,/objects/small/sc1401b_sm.jpg,/objects/thumbs/sc1401b_th.jpg,
oc136,,SC 2017,Haliaeetus leucocephalus,Bald Eagle ,Aves,Accipitriformes,n/a,Accitripidae,Oculi and Columella ,N.A. Meinkoth 1945,,Bird;Avian;Eagle;Oculi;Columella,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc137,oc136,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2017.jpg,/objects/small/sc2017_sm.jpg,/objects/thumbs/sc2017_th.jpg,
oc138,oc136,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2017r.jpg,/objects/small/sc2017r_sm.jpg,/objects/thumbs/sc2017r_th.jpg,
oc139,,SC 1402,Gavia immer,Great Northern Loon,Aves,Gaviiformes,n/a,Gaviidae,"Skull, Mandible",,,Bird;Avian;Loon;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc140,oc139,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1402.jpg,/objects/small/sc1402_sm.jpg,/objects/thumbs/sc1402_th.jpg,
oc141,oc139,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1402r.jpg,/objects/small/sc1402r_sm.jpg,/objects/thumbs/sc1402r_th.jpg,
oc142,,SC 1403,Gavia immer,Great Northern Loon,Aves,Gaviiformes,n/a,Gaviidae,"Skull, Mandible",,,Bird;Avian;Loon;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc143,oc142,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1403.jpg,/objects/small/sc1403_sm.jpg,/objects/thumbs/sc1403_th.jpg,
oc144,oc142,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1403r.jpg,/objects/small/sc1403r_sm.jpg,/objects/thumbs/sc1403r_th.jpg,
oc145,,SC 1404,Gavia immer,Great Northern Loon,Aves,Gaviiformes,n/a,Gaviidae,"Skull, Mandible, Ocular, Sturnum Bones ",,,Bird;Avian;Loon;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc146,oc145,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1404.jpg,/objects/small/sc1404_sm.jpg,/objects/thumbs/sc1404_th.jpg,
oc148,oc145,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1404r.jpg,/objects/small/sc1404r_sm.jpg,/objects/thumbs/sc1404r_th.jpg,
oc149,,SC 1405,Calidris sp. ,American Knot,Aves,Charadriiformes,Scolopaci,Scolopacidae,"Skull, Mandible",species determination uncertain ,,Bird;Avian;Knot;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc150,oc149,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1405.jpg,/objects/small/sc1405_sm.jpg,/objects/thumbs/sc1405_th.jpg,
oc151,oc149,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1405r.jpg,/objects/small/sc1405r_sm.jpg,/objects/thumbs/sc1405r_th.jpg,
oc152,,SC 1406,Calidris sp. ,American Knot,Aves,Charadriiformes,Scolopaci,Scolopacidae,"Skull, Mandible",species determination uncertain ,,Bird;Avian;Knot;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc153,oc152,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1406.jpg,/objects/small/sc1406_sm.jpg,/objects/thumbs/sc1406_th.jpg,
oc154,oc152,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1406r.jpg,/objects/small/sc1406r_sm.jpg,/objects/thumbs/sc1406r_th.jpg,
oc155,,SC 1407,Anatidae,Duck ,Aves,Anseriformes,n/a,Anatidae,"Skull, Mandible",,,Bird;Avian;Duck;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc156,oc155,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1407.jpg,/objects/small/sc1407_sm.jpg,/objects/thumbs/sc1407_th.jpg,
oc157,oc155,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1407r.jpg,/objects/small/sc1407r_sm.jpg,/objects/thumbs/sc1407r_th.jpg,
oc158,,SC 1408,Anatidae,Duck ,Aves,Anseriformes,n/a,Anatidae,"Skull, Mandible",,,Bird;Avian;Duck;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc159,oc158,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1408.jpg,/objects/small/sc1408_sm.jpg,/objects/thumbs/sc1408_th.jpg,
oc160,oc158,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1408r.jpg,/objects/small/sc1408r_sm.jpg,/objects/thumbs/sc1408r_th.jpg,
oc161,,SC 1409,Accipitriformes sp.,Parrot,Aves,Psittaciformes,n/a,,"Skull, Mandible",Species determination uncertain,,Bird;Avian;Parrot;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc162,oc161,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1409.jpg,/objects/small/sc1409_sm.jpg,/objects/thumbs/sc1409_th.jpg,
oc163,oc161,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1409r.jpg,/objects/small/sc1409r_sm.jpg,/objects/thumbs/sc1409r_th.jpg,
oc164,,SC 1410,Accipitriformes sp.,Vulture,Aves,Accipitriformes,n/a,Catharidae or Accipitridae,"Skull, Mandible",,,Bird;Avian;Vulture;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc165,oc164,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1410.jpg,/objects/small/sc1410_sm.jpg,/objects/thumbs/sc1410_th.jpg,
oc166,oc164,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1410r.jpg,/objects/small/sc1410r_sm.jpg,/objects/thumbs/sc1410r_th.jpg,
oc167,,SC 1411,Galliformes sp.,unknown,Aves,Accipitriformes,n/a,,Skull ,"No mandilbe, Species determination uncertain ",,Bird;Avian;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc168,oc167,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1411.jpg,/objects/small/sc1411_sm.jpg,/objects/thumbs/sc1411_th.jpg,
oc169,oc167,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1411r.jpg,/objects/small/sc1411r_sm.jpg,/objects/thumbs/sc1411r_th.jpg,
oc170,,SC 1412,Galliformes sp.,unknown,Aves,Galliformes,n/a,,"Skull, mandible",Species determination uncertain ,,Bird;Avian;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc171,oc170,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1412.jpg,/objects/small/sc1412_sm.jpg,/objects/thumbs/sc1412_th.jpg,
oc172,oc170,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1412r.jpg,/objects/small/sc1412r_sm.jpg,/objects/thumbs/sc1412r_th.jpg,
oc173,,SC 1439,Meleagris gallopavo,Common Turkey ,Aves,Galliformes,n/a,Phasianidae,"Skull, Mandible ",,,Bird;Avian;Turkey;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc174,oc173,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1439.jpg,/objects/small/sc1439_sm.jpg,/objects/thumbs/sc1439_th.jpg,
oc175,oc173,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1439.jpg,/objects/small/sc1439_sm.jpg,/objects/thumbs/sc1439_th.jpg,
oc176,,SC 2010,Melanerpes carolinus,Red-Bellied Woodpecker,Aves,Piciformes,Pici,Picidae,Full Skeleton ,"In a medicine bottle. Collected October 3 2006. Location: Swarthmore, PA, Gender: Male",,Bird;Avian;Woodpecker;Skeleton;Local;Male,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc177,oc176,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2010.jpg,/objects/small/sc2010_sm.jpg,/objects/thumbs/sc2010_th.jpg,
oc178,oc176,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2010r.jpg,/objects/small/sc2010r_sm.jpg,/objects/thumbs/sc2010r_th.jpg,
oc179,,SC 2011,Hylocichla mustelina,Wood Thrush ,Aves,Passeriformes,Passeri,Turdidae,Full Skeleton ,"In a medicine bottle. Collected: May 2006, Location: Swarthmore PA, Gender: Male",,Bird;Avian;Thrush;Skeleton;Local;Male,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc180,oc179,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2011.jpg,/objects/small/sc2011_sm.jpg,/objects/thumbs/sc2011_th.jpg,
oc181,oc179,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2011r.jpg,/objects/small/sc2011r_sm.jpg,/objects/thumbs/sc2011r_th.jpg,
oc182,,SC 2012,Spinus tristis,American Goldfinch,Aves,Passeriformes,Passeri,Fringillidae,Full Skeleton ,"In a medicine bottle. Collected: November 22 2005, Location: Swarthmore PA, Gender: Female",,Bird;Avian;Goldfinch;Skeleton;Local;Female,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc183,oc182,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2012.jpg,/objects/small/sc2012_sm.jpg,/objects/thumbs/sc2012_th.jpg,
oc184,oc182,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2012r.jpg,/objects/small/sc2012r_sm.jpg,/objects/thumbs/sc2012r_th.jpg,
oc185,,SC 2013,Corthylio calendula,Ruby-Crowned Kinglet ,Aves,Passeriformes,Passeri,Regulidae,Full Skeleton ,"In a medicine bottle. Collected: October 15 2006, Location: Swarthmore PA, ",,Bird;Avian;Kinglet;Skeleton;Local,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc186,oc185,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2013.jpg,/objects/small/sc2013_sm.jpg,/objects/thumbs/sc2013_th.jpg,
oc187,oc185,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2013r.jpg,/objects/small/sc2013r_sm.jpg,/objects/thumbs/sc2013r_th.jpg,
oc188,,SC 2014,Setophaga americana,Northern Parula ,Aves,Passeriformes,Passeri,Parulidae,Full Skeleton ,"In a medicine bottle. Collected: September 21 2004, Location: Swarthmore, PA, Gender: Male",,Bird;Avian;Parula;Skeleton;Local;Male,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc189,oc188,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2014.jpg,/objects/small/sc2014_sm.jpg,/objects/thumbs/sc2014_th.jpg,
oc190,oc188,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2014r.jpg,/objects/small/sc2014r_sm.jpg,/objects/thumbs/sc2014r_th.jpg,
oc191,,SC 2031,Cetartiodactyl sp. ,Whale,Mammalia,Artiodactyla ,Cetartiodactyl,,Vertebrae Pieces,Species determination uncertain ,,Mammal;Marine;Whale;Vertebrae,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc192,oc191,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2031.jpg,/objects/small/sc2031_sm.jpg,/objects/thumbs/sc2031_th.jpg,
oc193,oc191,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2031r.jpg,/objects/small/sc2031r_sm.jpg,/objects/thumbs/sc2031r_th.jpg,
oc194,,SC 1370,Delphinapterus leucas,Beluga Whale,Mammalia,Artiodactyla ,Odontoceti,Monodontidae,Vertebrae ,Species determination uncertain ,,Mammal;Marine;Whale;Vertebrae,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc195,oc194,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1370l.jpg,/objects/small/sc1370l_sm.jpg,/objects/thumbs/sc1370l_th.jpg,
oc196,oc194,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1370f.jpg,/objects/small/sc1370f_sm.jpg,/objects/thumbs/sc1370f_th.jpg,
oc197,oc194,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1370r.jpg,/objects/small/sc1370r_sm.jpg,/objects/thumbs/sc1370r_th.jpg,
oc198,,SC 2036,Cetartiodactyl sp. ,Whale,Mammalia,Artiodactyla ,Cetartiodactyl,,3 Otic,Species determination uncertain ,,Mammal;Marine;Whale;Otic,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc199,oc198,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2036.jpg,/objects/small/sc2036_sm.jpg,/objects/thumbs/sc2036_th.jpg,
oc200,oc198,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2036r.jpg,/objects/small/sc2036r_sm.jpg,/objects/thumbs/sc2036r_th.jpg,
oc201,,SC 1353;SC 1354;SC 1355,Antilocapra americana,Pronghorn,Mammalia,Artiodactyla ,Ruminantia ,Antilocapridae,Forelimb Bones ,"Species determination uncertain, SC1353 forelimb,SC1354 forelimb includes scapula, SC1355 hindlimb",,Mammal;Ruminant;Forelimb;Hindlimb;Mounted,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc202,oc201,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc135345.jpg,/objects/small/sc135345_sm.jpg,/objects/thumbs/sc135345_th.jpg,
oc203,oc201,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc135345r.jpg,/objects/small/sc135345r_sm.jpg,/objects/thumbs/sc135345r_th.jpg,
oc202,,SC 1390,Bovidae sp. ,,Mammalia,Artiodactyla ,Ruminantia,Bovidae,Mandible ,Species determination uncertain ,,Mammal;Ruminant;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc203,oc202,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1390.jpg,/objects/small/sc1390_sm.jpg,/objects/thumbs/sc1390_th.jpg,
oc204,oc202,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1390r.jpg,/objects/small/sc1390r_sm.jpg,/objects/thumbs/sc1390r_th.jpg,
oc205,,SC 2030,Euceratherium collinum,Extinct Shrub-ox,Mammalia,Artiodactyla ,Ruminantia,Bovidae,Mandible Piece,,,Mammal;Ruminant;Extinct;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc206,oc205,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2030.jpg,/objects/small/sc2030_sm.jpg,/objects/thumbs/sc2030_th.jpg,
oc207,oc205,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2030r.jpg,/objects/small/sc2030r_sm.jpg,/objects/thumbs/sc2030r_th.jpg,
oc208,,SC 1002 ,Rupicapra rupicapra ,Chamois (goat) ,Mammalia,Artiodactyla ,Ruminantia ,Bovidae ,"Full skeleton, mounted",,,Mammal;Ruminant;Goat;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc209,oc208,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1002.jpg,/objects/small/sc1002_sm.jpg,/objects/thumbs/sc1002_th.jpg,
oc210,oc208,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1002r.jpg,/objects/small/sc1002r_sm.jpg,/objects/thumbs/sc1002r_th.jpg,
oc211,,SC 1009,Bos taurus ,Domestic Cattle ,Mammalia,Artiodactyla ,Ruminantia ,Bovidae ,"Skull, mandible ",,,Mammal;Ruminant;Cattle;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc212,oc211,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1009.jpg,/objects/small/sc1009_sm.jpg,/objects/thumbs/sc1009_th.jpg,
oc213,oc211,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1009r.jpg,/objects/small/sc1009r_sm.jpg,/objects/thumbs/sc1009r_th.jpg,
oc214,,SC 1018,Capra hircus ,Domestic Goat ,Mammalia,Artiodactyla ,Ruminantia ,Bovidae ,Skull ,"Donated by Joaquin Feliciano, as found in field ",,Mammal;Ruminant;Goat;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc215,oc214,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1018.jpg,/objects/small/sc1018_sm.jpg,/objects/thumbs/sc1018_th.jpg,
oc216,oc214,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1018r.jpg,/objects/small/sc1018r_sm.jpg,/objects/thumbs/sc1018r_th.jpg,
oc217,,SC 1019,Ovis aries ,Domestic Sheep ,Mammalia,Artiodactyla ,Ruminantia ,Bovidae ,"Skull, mandible ",,,Mammal;Ruminant;Sheep;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc218,oc217,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1019.jpg,/objects/small/sc1019_sm.jpg,/objects/thumbs/sc1019_th.jpg,
oc219,oc217,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1019r.jpg,/objects/small/sc1019r_sm.jpg,/objects/thumbs/sc1019r_th.jpg,
oc220,,SC 1041,Ovis aries ,Domestic Sheep ,Mammalia,Artiodactyla ,Ruminantia ,Bovidae ,Skull ,"Skull sawed in half, painetd to indicate different skull bones ",,Mammal;Ruminant;Sheep;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc221,oc220,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1041.jpg,/objects/small/sc1041_sm.jpg,/objects/thumbs/sc1041_th.jpg,
oc222,oc220,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1041b.jpg,/objects/small/sc1041b_sm.jpg,/objects/thumbs/sc1041b_th.jpg,
oc223,,SC 1349,Bos taurus ,Domestic Cattle ,Mammalia,Artiodactyla ,Ruminantia ,Bovidae ,Scapula ,,,Mammal;Ruminant;Cattle;Scapula,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc224,oc223,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1349.jpg,/objects/small/sc1349_sm.jpg,/objects/thumbs/sc1349_th.jpg,
oc225,oc223,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1349r.jpg,/objects/small/sc1349r_sm.jpg,/objects/thumbs/sc1349r_th.jpg,
oc226,,SC 1350,Bos taurus ,Domestic Cattle ,Mammalia,Artiodactyla ,Ruminantia ,Bovidae ,Pelvis ,Specimen is broken in two ,,Mammal;Ruminant;Cattle;Pelvis,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1350rul.jpg,/objects/small/sc1350rul_sm.jpg,/objects/thumbs/sc1350rul_th.jpg,
oc227,,SC 2034,Ovis sp.,Sheep (Ram),Mammalia,Artiodactyla ,Ruminantia ,Bovidae,Horn,,,Mammal;Ruminant;Sheep;Ram;Horn,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2034.jpg,/objects/small/sc2034_sm.jpg,/objects/thumbs/sc2034_th.jpg,
oc228,,SC 2035,,Bison or Cattle,Mammalia,Artiodactyla ,Ruminantia ,Bovidae,Horn,,,Mammal;Ruminant;Horn,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2035.jpg,/objects/small/sc2035_sm.jpg,/objects/thumbs/sc2035_th.jpg,
oc229,,SC1011,Alces alces ,European Elk Moose ,Mammalia,Artiodactyla ,Ruminantia ,Cervidae ,Skull ,,,Mammal;Ruminant;Moose;Elk;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1011r.jpg,/objects/small/sc1011r_sm.jpg,/objects/thumbs/sc1011r_th.jpg,
oc230,,SC1012,Odocoileus virginianus ,White-tailed Deer,Mammalia,Artiodactyla ,Ruminantia ,Cervidae ,"Skull, mandible ",Anterior part of rostrum (maxilla) broken off on left side ,,Mammal;Ruminant;Deer;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc231,oc230,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1012.jpg,/objects/small/sc1012_sm.jpg,/objects/thumbs/sc1012_th.jpg,
oc232,oc230,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1012r.jpg,/objects/small/sc1012r_sm.jpg,/objects/thumbs/sc1012r_th.jpg,
oc233,,SC 2032,Odocoileus virginianus ,White-tailed Deer,Mammalia,Artiodactyla ,Ruminantia ,Cervidae ,Vertebrae and Pelvis,,,Mammal;Ruminant;Deer;Vertebrae;Pelvis;Disarticulated,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc234,oc233,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2032.jpg,/objects/small/sc2032_sm.jpg,/objects/thumbs/sc2032_th.jpg,
oc235,oc233,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2032r.jpg,/objects/small/sc2032r_sm.jpg,/objects/thumbs/sc2032r_th.jpg,
oc236,,SC 2033,Giraffa,Giraffe,Mammalia,Artiodactyla ,Ruminantia , Giraffidae,Vertebrae,,,Mammal;Ruminant;Giraffe;Vertebrae,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc237,oc236,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2033.jpg,/objects/small/sc2033_sm.jpg,/objects/thumbs/sc2033_th.jpg,
oc238,oc236,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2033r.jpg,/objects/small/sc2033r_sm.jpg,/objects/thumbs/sc2033r_th.jpg,
oc239,,SC 1369,Ruminantia sp. ,unknown,Mammalia,Artiodactyla ,Ruminantia ,Cervidae or Bovidae,Vertebrae ,Species determination uncertain ,,Mammal;Ruminant;Vertebrae,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1369.jpg,/objects/small/sc1369_sm.jpg,/objects/thumbs/sc1369_th.jpg,
oc240,,SC 1358,Ruminantia sp. ,unknown,Mammalia,Artiodactyla ,Ruminantia ,Cervidae or Bovidae,Humerus,species determination uncertain ,,Mammal;Ruminant;Humerus,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1358.jpg,/objects/small/sc1358_sm.jpg,/objects/thumbs/sc1358_th.jpg,
oc241,,SC 1359,Ruminantia sp. ,unknown,Mammalia,Artiodactyla ,Ruminantia ,Cervidae or Bovidae,Forelimb Bones ,"Species determination uncertain, specimen includes ulna and radius fused together ",,Mammal;Ruminant;Forelimb,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1359.jpg,/objects/small/sc1359_sm.jpg,/objects/thumbs/sc1359_th.jpg,
oc242,,SC 1015,Steno bredanensis,Rough-toothed Dolphin ,Mammalia,Artiodactyla ,Odontoceti,Delphinidae ,"Skull, mandible ",,,Mammal;Marine;Dolphin;Skull;Mandible,,,,,,,,,,,,,
oc243,,SC 1016,Delphinapterus leucas,Beluga Whale,Mammalia,Artiodactyla ,Odontoceti,Monodontidae,"Skull, mandible ",,,Mammal;Marine;Whale;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc244,oc243,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1016.jpg,/objects/small/sc1016_sm.jpg,/objects/thumbs/sc1016_th.jpg,
oc245,oc243,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1016r.jpg,/objects/small/sc1016r_sm.jpg,/objects/thumbs/sc1016r_th.jpg,
oc246,,SC 1361,Delphinapterus leucas,Beluga Whale,Mammalia,Artiodactyla ,Odontoceti,Monodontidae,2x Scapula,,,Mammal;Marine;Whale;Skull;Scapula,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
