objectid,parentid,item_code,title,commonname,class,order,suborder,family,bone_type,notes,location,subject,cabinet,source,rights,rightsstatement,type,format,group,display_template,language,object_location,image_small,image_thumb,
oc380,,SC 1111,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1111.jpg,/objects/small/sc1111_sm.jpg,/objects/thumbs/sc1111_th.jpg,
oc381,oc380,,,,,,,,,,,,,,,,,,,,,,,,
oc382,,SC 1112,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1112r.jpg,/objects/small/sc1112r_sm.jpg,/objects/thumbs/sc1112r_th.jpg,
oc383,oc382,,,,,,,,,,,,,,,,,,,,,,,,
oc384,,SC 1113,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1113.jpg,/objects/small/sc1113_sm.jpg,/objects/thumbs/sc1113_th.jpg,
oc385,oc384,,,,,,,,,,,,,,,,,,,,,,,,
oc386,,SC 1114,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1114.jpg,/objects/small/sc1114_sm.jpg,/objects/thumbs/sc1114_th.jpg,
oc387,oc386,,,,,,,,,,,,,,,,,,,,,,,,
oc388,,SC 1115,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1115.jpg,/objects/small/sc1115_sm.jpg,/objects/thumbs/sc1115_th.jpg,
oc389,oc388,,,,,,,,,,,,,,,,,,,,,,,,
oc390,,SC 1116,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1116.jpg,/objects/small/sc1116_sm.jpg,/objects/thumbs/sc1116_th.jpg,
oc391,oc390,,,,,,,,,,,,,,,,,,,,,,,,
oc392,,SC 1117,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1117.jpg,/objects/small/sc1117_sm.jpg,/objects/thumbs/sc1117_th.jpg,
oc393,oc392,,,,,,,,,,,,,,,,,,,,,,,,
oc394,,SC 1118,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1118.jpg,/objects/small/sc1118_sm.jpg,/objects/thumbs/sc1118_th.jpg,
oc395,oc394,,,,,,,,,,,,,,,,,,,,,,,,
oc396,,SC 1119,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1119r.jpg,/objects/small/sc1119r_sm.jpg,/objects/thumbs/sc1119r_th.jpg,
oc397,oc396,,,,,,,,,,,,,,,,,,,,,,,,
oc398,,SC 1120,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1120.jpg,/objects/small/sc1120_sm.jpg,/objects/thumbs/sc1120_th.jpg,
oc399,oc398,,,,,,,,,,,,,,,,,,,,,,,,
oc400,,SC 1121,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1121.jpg,/objects/small/sc1121_sm.jpg,/objects/thumbs/sc1121_th.jpg,
oc401,,SC 1122,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,Skull,,,Mammal;Carnivore;Mink;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1122.jpg,/objects/small/sc1122_sm.jpg,/objects/thumbs/sc1122_th.jpg,
oc402,,SC 1123,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1123.jpg,/objects/small/sc1123_sm.jpg,/objects/thumbs/sc1123_th.jpg,
oc403,,SC 1124,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1124.jpg,/objects/small/sc1124_sm.jpg,/objects/thumbs/sc1124_th.jpg,
oc404,,SC 1125,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1125.jpg,/objects/small/sc1125_sm.jpg,/objects/thumbs/sc1125_th.jpg,
oc405,,SC 1126,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1126.jpg,/objects/small/sc1126_sm.jpg,/objects/thumbs/sc1126_th.jpg,
oc406,,SC 1127,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1127.jpg,/objects/small/sc1127_sm.jpg,/objects/thumbs/sc1127_th.jpg,
oc407,,SC 1128,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1128.jpg,/objects/small/sc1128_sm.jpg,/objects/thumbs/sc1128_th.jpg,
oc408,,SC 1129,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,Skull,,,Mammal;Carnivore;Mink;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1129.jpg,/objects/small/sc1129_sm.jpg,/objects/thumbs/sc1129_th.jpg,
oc409,,SC 1130,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,Skull,,,Mammal;Carnivore;Mink;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1130.jpg,/objects/small/sc1130_sm.jpg,/objects/thumbs/sc1130_th.jpg,
oc410,,SC 1131,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1131.jpg,/objects/small/sc1131_sm.jpg,/objects/thumbs/sc1131_th.jpg,
oc411,,SC 1132,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,Skull ,,,Mammal;Carnivore;Mink;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1132.jpg,/objects/small/sc1132_sm.jpg,/objects/thumbs/sc1132_th.jpg,
oc412,,SC 1133,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1133.jpg,/objects/small/sc1133_sm.jpg,/objects/thumbs/sc1133_th.jpg,
oc413,,SC 1013,Odobenus rosmarus ,Walrus ,Mammalia,Carnivora ,Caniformia ,Odobenidae,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1013.jpg,/objects/small/sc1013_sm.jpg,/objects/thumbs/sc1013_th.jpg,
oc414,,SC 1357,Eumetopias jubatus ,Steller Sea Lion,Mammalia,Carnivora ,Caniformia ,Otariidae,Humerus ,Left forelimb,,Mammal;Marine;Carnivore;Humerus,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1357.jpg,/objects/small/sc1357_sm.jpg,/objects/thumbs/sc1357_th.jpg,
oc415,,SC 1008,Phoca vitulina ,Harbor Seal ,Mammalia,Carnivora ,Caniformia ,Phocidae,Mounted Skeleton,,,Mammal;Marine;Carnivore;Seal;Mounted;Skeleton,,,,,,,,,,,,,
oc416,,SC 1044,Procyon lotor ,Raccoon ,Mammalia,Carnivora ,Caniformia ,Procyonidae ,"Skull, mandible ",,,Mammal;Carnivore;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1044.jpg,/objects/small/sc1044_sm.jpg,/objects/thumbs/sc1044_th.jpg,
oc417,,SC 1053,Nasua narica ,White-nosed Coati ,Mammalia,Carnivora ,Caniformia,Procyonidae ,Skull ,,,Mammal;Carnivore;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1053.jpg,/objects/small/sc1053_sm.jpg,/objects/thumbs/sc1053_th.jpg,
oc418,,SC 1020,Ursus Americanus ,American Black Bear ,Mammalia,Carnivora ,Caniformia ,Ursidae ,"Skull, mandible ",,,Mammal;Carnivore;Bear;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1020.jpg,/objects/small/sc1020_sm.jpg,/objects/thumbs/sc1020_th.jpg,
oc419,,SC 1028,Ursus Americanus ,American Black Bear ,Mammalia,Carnivora ,Caniformia ,Ursidae ,"Skull, mandible ",,,Mammal;Carnivore;Bear;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1028.jpg,/objects/small/sc1028_sm.jpg,/objects/thumbs/sc1028_th.jpg,
oc420,,SC 1029,Ursus Americanus ,American Black Bear ,Mammalia,Carnivora ,Caniformia ,Ursidae ,"Skull, mandible ",,,Mammal;Carnivore;Bear;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1029.jpg,/objects/small/sc1029_sm.jpg,/objects/thumbs/sc1029_th.jpg,
oc421,,SC 1346,Ursus maritimus ,Polar Bear ,Mammalia,Carnivora ,Caniformia ,Ursidae ,Mounted Forelimb Paw,Specimen is of forelimb paw,,Mammal;Carnivore;Bear;Mounted;Foot,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1346.jpg,/objects/small/sc1346_sm.jpg,/objects/thumbs/sc1346_th.jpg,
oc422,,SC 1347,Ursus maritimus ,Polar Bear ,Mammalia,Carnivora ,Caniformia ,Ursidae ,Mounted Hindlimb Paw,Specimen is of hindlimb paw,,Mammal;Carnivore;Bear;Mounted;Foot,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1347.jpg,/objects/small/sc1347_sm.jpg,/objects/thumbs/sc1347_th.jpg,
oc423,,SC 1348,Ursus americanus ,American Black Bear ,Mammalia,Carnivora ,Caniformia ,Ursidae ,Scapula ,Species determination uncertain ,,Mammal;Carnivore;Bear;Scapula,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1348.jpg,/objects/small/sc1348_sm.jpg,/objects/thumbs/sc1348_th.jpg,
oc424,,SC 1392,,Unknown,Mammalia,Carnivora ,Caniformia ,,Mandible ,,,Mammal;Carnivore;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1392.jpg,/objects/small/sc1392_sm.jpg,/objects/thumbs/sc1392_th.jpg,
oc425,,SC 1163,Lasiurus borealis,Red Bat ,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc426,,SC 1164,Eptesicus fuscus,Big Brown Bat,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",Male Specimen 12/3/1949,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc427,,SC 1165,Myotis lucifugus ,Little Brown Bat ,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc428,,SC 1166,Myotis lucifugus ,Little Brown Bat ,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc429,,SC 1167,Myotis lucifugus ,Little Brown Bat ,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc430,,SC 1168,Myotis lucifugus ,Little Brown Bat ,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc431,,SC 1169,Myotis lucifugus ,Little Brown Bat ,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",Mandible broken ,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc432,,SC 1170,Myotis lucifugus ,Little Brown Bat ,Mammalia,Chiroptera,Yangochiroptera,Vespertilionidae,"Skull, mandible ",,,Mammal;Bat;Skull;Mandible,,,,,,,,,,,,,
oc433,,SC 1045,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,Skull ,,,Mammal;Marsupial;Opossum;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1045.jpg,/objects/small/sc1045_sm.jpg,/objects/thumbs/sc1045_th.jpg,
oc434,,SC 1065,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,"Skull, mandible ",,,Mammal;Marsupial;Opossum;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1065.jpg,/objects/small/sc1065_sm.jpg,/objects/thumbs/sc1065_th.jpg,
oc435,,SC 1066,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,Skull ,,,Mammal;Marsupial;Opossum;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1066.jpg,/objects/small/sc1066_sm.jpg,/objects/thumbs/sc1066_th.jpg,
oc436,,SC 1067,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,"Skull, mandible ",,,Mammal;Marsupial;Opossum;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1067.jpg,/objects/small/sc1067_sm.jpg,/objects/thumbs/sc1067_th.jpg,
oc437,,SC 1068,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,Skull,,,Mammal;Marsupial;Opossum;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1068.jpg,/objects/small/sc1068_sm.jpg,/objects/thumbs/sc1068_th.jpg,
oc438,,SC 1069,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,"Skull, mandible ",,,Mammal;Marsupial;Opossum;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1069.jpg,/objects/small/sc1069_sm.jpg,/objects/thumbs/sc1069_th.jpg,
oc439,,SC 1083,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,"Skull, mandible ",,,Mammal;Marsupial;Opossum;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1083.jpg,/objects/small/sc1083_sm.jpg,/objects/thumbs/sc1083_th.jpg,
oc440,,SC 1388,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,Mandible ,,,Mammal;Marsupial;Opossum;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1388.jpg,/objects/small/sc1388_sm.jpg,/objects/thumbs/sc1388_th.jpg,
oc441,,SC 1389,Didelphis virginiana ,North American Opossum ,Mammalia,Didelphimorphia,n/a,Didelphidae ,Mandible ,Species determination uncertain ,,Mammal;Marsupial;Opossum;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1389.jpg,/objects/small/sc1389_sm.jpg,/objects/thumbs/sc1389_th.jpg,
oc442,,SC 1075,Wallabia ,Wallaby ,Mammalia,Diprotodontia,Macropodiformes,Macropodidae,Skull ,,,Mammal;Marsupial;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1075f.jpg,/objects/small/sc1075f_sm.jpg,/objects/thumbs/sc1075f_th.jpg,
oc443,,SC 1140,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc444,,SC 1141,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc445,,SC 1142,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Male specimen ,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc446,,SC 1143,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Found in Crum Meadow ,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc447,,SC 1144,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ","Female specimen, 03/10/1961",,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc448,,SC 1145,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Male specimen 1961,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc449,,SC 1146,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Male specimen found behind Martin. Dec. 7,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc450,,SC 1147,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Male specimen ,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc451,,SC 1148,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",03/07/1961,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc452,,SC 1149,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc453,,SC 1150,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc454,,SC 1151,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc455,,SC 1152,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Skull broken ,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc456,,SC 1153,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Skull broken ,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc457,,SC 1154,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ","Skull, mandible broken ",,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc458,,SC 1155,Blarina brevicauda,Short-tailed Shrew ,Mammalia,Eulipotyphla,Erinaceota,Sorcidae ,"Skull, mandible ",Mandible Broken,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc459,,SC 1156,Sorex nanus,Dwarf Shrew ,Mammalia,Eulipotyphla,Erinaceota,Soricidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc460,,SC 1157,Sorex cinerus ,Cinereus shrew,Mammalia,Eulipotyphla,Erinaceota,Soricidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc461,,SC 1158,Sorex cinerus ,Cinereus shrew,Mammalia,Eulipotyphla,Erinaceota,Soricidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc462,,SC 1159,Sorex cinerus ,Cinereus shrew,Mammalia,Eulipotyphla,Erinaceota,Soricidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc463,,SC 1160,Sorex cinerus ,Cinereus shrew,Mammalia,Eulipotyphla,Erinaceota,Soricidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc464,,SC 1161,Sorex cinerus ,Cinereus shrew,Mammalia,Eulipotyphla,Erinaceota,Soricidae ,"Skull, mandible ",Skull Broken,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc465,,SC 1162,Sorex cinerus ,Cinereus shrew,Mammalia,Eulipotyphla,Erinaceota,Soricidae ,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc466,,SC 1138,Scalopus aquaticus,Eastern Mole,Mammalia,Eulipotyphla,Erinaceota,Talpidae,"Skull, mandible ",,,Mammal;Skull;Mandible,,,,,,,,,,,,,
oc467,,SC 1139,Scalopus aquaticus,Eastern Mole,Mammalia,Eulipotyphla,Erinaceota,Talpidae,Skull ,,,Mammal;Skull,,,,,,,,,,,,,
oc468,,SC 1051,Sylvilagus transitionalis ,New England Cottontail ,Mammalia,Lagomorpha,n/a,Leporidae,"Skull, mandible ",,,Mammal;Lagomorph;Rabbit;Skull;Mandible,,,,,,,,,,,,,
oc469,,SC 1097,Sylvilagus transitionalis ,New England Cottontail ,Mammalia,Lagomorpha,n/a,Leporidae,"Skull, mandible ",,,Mammal;Lagomorph;Rabbit;Skull;Mandible,,,,,,,,,,,,,
oc470,,SC 1098,Sylvilagus transitionalis ,New England Cottontail ,Mammalia,Lagomorpha,n/a,Leporidae,"Skull, mandible ",,,Mammal;Lagomorph;Rabbit;Skull;Mandible,,,,,,,,,,,,,
oc471,,SC 1099,Sylvilagus transitionalis ,New England Cottontail ,Mammalia,Lagomorpha,n/a,Leporidae,"Skull, mandible ",,,Mammal;Lagomorph;Rabbit;Skull;Mandible,,,,,,,,,,,,,
oc472,,SC 1100,Sylvilagus transitionalis ,New England Cottontail ,Mammalia,Lagomorpha,n/a,Leporidae,"Skull, mandible ",,,Mammal;Lagomorph;Rabbit;Skull;Mandible,,,,,,,,,,,,,
oc473,,SC 1101,Sylvilagus transitionalis ,New England Cottontail ,Mammalia,Lagomorpha,n/a,Leporidae,"Skull, mandible ",Occipital region broken,,Mammal;Lagomorph;Rabbit;Skull;Mandible,,,,,,,,,,,,,
oc474,,SC 1102,Lepus townsendii,White-tailed Jack Rabbit ,Mammalia,Lagomorpha,n/a,Leporidae,Skull ,In glass casing ,,Mammal;Lagomorph;Rabbit;Skull,,,,,,,,,,,,,
oc475,,SC 1022,Tachyglossus aculeatus ,Short-Beaked Echidna ,Mammalia,Monotremata,n/a,Tachyglossidae,"Full skeleton, mounted",,,Mammal;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1022.jpg,/objects/small/sc1022_sm.jpg,/objects/thumbs/sc1022_th.jpg,
oc476,,SC 1010,Equus caballus ,Domestic Horse ,Mammalia,Perissodactyla,n/a,Equidae ,"Skull, mandible ","Specimen includes forelimb bones, including scapula ",,Mammal;Equine;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1010.jpg,/objects/small/sc1010_sm.jpg,/objects/thumbs/sc1010_th.jpg,
oc477,,SC 1351,Equus caballus ,Domestic Horse ,Mammalia,Perissodactyla,n/a,Equidae ,Mounted Limb Bones ,Specimen includes hindlimb bones ,,Mammal;Equine;Mounted;Limb,,,,,,,,,,,,,
oc478,,SC 1352,Equus caballus ,Domestic Horse ,Mammalia,Perissodactyla,n/a,Equidae ,Mounted Limb Bones ,,,Mammal;Equine;Mounted;Limb,,,,,,,,,,,,,
oc479,,SC 1356,Equus caballus ,Domestic Horse ,Mammalia,Perissodactyla,n/a,Equidae ,Humerus,Specimen includes ulna and radius fused together,,Mammal;Equine;Humerus,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1356side.jpg,/objects/small/sc1356side_sm.jpg,/objects/thumbs/sc1356side_th.jpg,
oc480,,SC 1360,Equus caballus ,Domestic Horse ,Mammalia,Perissodactyla,n/a,Equidae ,Forelimb Bones ,,,Mammal;Equine;Forelimb,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1360.jpg,/objects/small/sc1360_sm.jpg,/objects/thumbs/sc1360_th.jpg,
oc481,,SC 1367,Equus caballus ,Domestic Horse ,Mammalia,Perissodactyla,n/a,Equidae ,Vertebrae ,,,Mammal;Equine;Vertebrae,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1367.jpg,/objects/small/sc1367_sm.jpg,/objects/thumbs/sc1367_th.jpg,
oc482,,SC 1368,Equus caballus ,Domestic Horse ,Mammalia,Perissodactyla,n/a,Equidae ,Sacrum,Species determineation uncertain. Species of animal is quite young ,,Mammal;Equine;Sacrum,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1368.jpg,/objects/small/sc1368_sm.jpg,/objects/thumbs/sc1368_th.jpg,
oc483,,SC 1035,Pan troglodytes,Chimpanzee ,Mammalia,Primates,Halporrhini,Hominidae,"Mounted skull, mandible ","Species determination is uncertain, specimen is of a young animal ",,Mammal;Primate;Monkey;Mounted;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1335.jpg,/objects/small/sc1335_sm.jpg,/objects/thumbs/sc1335_th.jpg,
oc484,,SC 1344,Pan troglodytes,Chimpanzee ,Mammalia,Primates,Halporrhini,Hominidae,Mandible ,Species determination uncertain ,,Mammal;Primate;Monkey;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1344.jpg,/objects/small/sc1344_sm.jpg,/objects/thumbs/sc1344_th.jpg,
oc485,,SC 1345,Pongo pygmaeus ,Orangutan ,Mammalia,Primates,Halporrhini,Hominidae,Mounted Hand Bones ,,,Mammal;Primate;Monkey;Hand,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1345.jpg,/objects/small/sc1345_sm.jpg,/objects/thumbs/sc1345_th.jpg,
